SegmenID,Sentimen,Label_Teks,Label_Multimodal,nota serena on neutral label,
l_TshqWT8gw - 19,"saye, dan ramai lagi termasuklah anak-anak mude yang ade harini....akan memastikan...PKR, DAP, AMANAH bungkus PRU15 ni",-1,-1,,
l_TshqWT8gw - 20,"Tidak mahu lagi, melihat, suasana politik sepertimana hari ini",1,-1,,
l_TshqWT8gw - 21,"kami tidak mahu lihat lagi..ea, orang-orang macam Dato' Seri Anuar Ibrahim dan konco-konconye, menghuru-harakan negare ni",1,-1,,
l_TshqWT8gw - 22,Negare ni tak pernah aman..selepas Dato' Seri Anuar Ibrahim dipecat dari parti Keadilan Rakyat,-1,-1,,
l_TshqWT8gw - 23,Negara ini aman apabile Dato' Seri Anuar Ibrahim duduk dalam penjare,1,-1,,
l_TshqWT8gw - 24,bile Dato' Seri Anuar Ibrahim kelua daripade penjare..tak aman,-1,-1,,
l_TshqWT8gw - 25,PRU13!......PRU yang cukup-cukup sengit,0,-1,,
l_TshqWT8gw - 26,Kami anak mude tidak mahu lagi...tidak mahu lagi....Dato' Seri Anuar Ibrahim menggugat negare ni,1,-1,,
l_TshqWT8gw - 27,"Jadi saye mintak sahabat-sahabat, dalam UMNO ni...pemude-pemude UMNO di setiap cawangan......wake-up",1,1,,
l_TshqWT8gw - 28,Bangkit.......kite jangan biarkan perkare ni,1,1,,
l_TshqWT8gw - 29,kite kene ingat...siape musuh kite yang sebenar ni,1,1,,
l_TshqWT8gw - 30,Cukuplah...22 bulan kite dah lihat kesensaraan,-1,-1,,
l_TshqWT8gw - 31,kite jangan pernah lupe....agenda mereke ni tidak akan tamat,-1,-1,,
l_TshqWT8gw - 32,jangan sampai negare ni tergadaii,-1,-1,,
l_TshqWT8gw - 33,Jangan takut...bersuare tentang kebenaran,1,1,,
l_TshqWT8gw - 34,mungkin harini tindakan saye buat ni tak popular......dikalangan UMNO,-1,-1,,
l_TshqWT8gw - 35,saye yakin.....ade ramai lagi yang bersama-sama dengan saye dalam perjuangan ni,1,1,,
l_TshqWT8gw - 36,nak perbetulkan balik negara ni,1,1,,
l_TshqWT8gw - 37,jadi saye mintak.....jangan kite diam.....tapi bersuare lah,1,1,,
l_TshqWT8gw - 38,"berani kerana benar, takut kerana salah",1,1,,
l_TshqWT8gw - 39,"jangan......jangan kite gadaikan perjuangan parti UMNO, parti keramat orang Melayu ni",1,1,,
l_TshqWT8gw - 40,orang melayu di luar..sayang UMNO,1,1,,
l_TshqWT8gw - 41,mereke nak melihat UMNO ni berubah kepade yang lebih baik,1,1,,
l_TshqWT8gw - 42,kalau bukan kite sape lagi,0,1,,
l_TshqWT8gw - 43,saye kene saman pun saya tak mintak maaf........sampai harini,-1,-1,,
l_TshqWT8gw - 44,"Kalau ade mana-mana pemimpin UMNO....yang nak bersekongkol dengan Anuar Ibrahim, saya akan lawan",-1,-1,,
l_TshqWT8gw - 45,ini bukan soal saye.....tapi saye taknak negare ni jatuh ke tangan yang salah,1,1,,
l_TshqWT8gw - 46,kepade mane-mane pemimpin UMNO.....yang bersekongkol dengan Anuar Ibrahim....anda adalah pengkhianat!,-1,-1,,
l_TshqWT8gw - 47,"adekah kite ni nak berubah..jadi baik, atau pun tidak",0,0,,
l_TshqWT8gw - 48,tapi ape yang lebih penting adelah prinsip kite,1,1,,
l_TshqWT8gw - 49,kite kene ade prinsip,1,1,,
l_TshqWT8gw - 50,kite jangan jadi lalang,1,-1,,
l_TshqWT8gw - 51,takkan derang nak bubar sekarang......bodoh lah!,-1,-1,,
ZW57dxu2qF4 - 1,tapi ramai orang tak tau apa ceghita sebenarnya,-1,-1,,
ZW57dxu2qF4 - 2,masing-masing dok keluarkan spekulasi masing-masing,-1,-1,,
ZW57dxu2qF4 - 3,ramai orang sekarang dah berani nak mengambil undang-undang di tangan masing-masing,-1,-1,,
ZW57dxu2qF4 - 4,"tak boleh nak buat makanan tu, hang patut sebagai vendor makanan kena cancel order tersebut",-1,-1,,
ZW57dxu2qF4 - 5,peniaga tersebut sambaq juga makanan tu nak buat keuntungan..walaupun memang makanan tu tak disiapkan lagi,-1,-1,,
ZW57dxu2qF4 - 6,"nak kata salah customer, tak",1,0,,
ZW57dxu2qF4 - 7,"Nak kata salah rider, tak",1,0,,
ZW57dxu2qF4 - 8,salah peniaga tersebut sebab tak siapkan makanan on time!,-1,-1,,
ZW57dxu2qF4 - 9,"tak beramanah sebab orang dah order, orang dah bayaq dah duit!",-1,-1,,
ZW57dxu2qF4 - 10,aa lepai tu nak maghah nak bertengkaq dengan rider nak buat apa,-1,-1,,
ZW57dxu2qF4 - 11,"mestila sebagai seorang rider dia pun marah, dia tunggu dekat 45minit satu jam",-1,-1,,
ZW57dxu2qF4 - 12,"kalau tak boleh nak siapkan, cakap awa-awai tak siap!",-1,-1,,
ZW57dxu2qF4 - 13,"kesian la kat depa, depan pun dok keja masa jugak dok keja duit juga",-1,-1,,
ZW57dxu2qF4 - 14,"semata-mata nak kerja 60ringgit, baik dia pi kerja dekat supermarket lagi baguih",-1,1,,
ZW57dxu2qF4 - 15,"dekat aircond, puai hati duduk layan len goyang-goyang kaki dia boleh cari duit da",1,-1,,
ZW57dxu2qF4 - 16,bukan susah sangat,1,1,,
ZW57dxu2qF4 - 17,buappa dia kena ke kena kerja sebagai rider,0,-1,,
ZW57dxu2qF4 - 18,"memangla di dia da tunggu punya lama, mestila dia bara",-1,-1,,
ZW57dxu2qF4 - 19,mestila dia marah,-1,-1,,
ZW57dxu2qF4 - 20,"sekuwang-kuwangnya tutup la mulut, takpayah nak bertengkaq",1,1,,
ZW57dxu2qF4 - 21,bia pi la dia cakap apa pon,-1,0,,
ZW57dxu2qF4 - 22,"minta maaf saja, mintak maaf a dik, takpa, a order da cancel, xpa",1,1,,
ZW57dxu2qF4 - 23,hang jadikan rider tu mangsa pulak,-1,-1,,
ZW57dxu2qF4 - 24,hang lambat buat order tu mampuih pi kat hang,-1,-1,,
ZW57dxu2qF4 - 25,"tu, masalah hang",-1,-1,,
ZW57dxu2qF4 - 26,tak boleh nak salahkan rider,1,0,,
ZW57dxu2qF4 - 27,"tak boleh nak salahkan pelanggan, tak boleh salahkan sapa pon",1,0,,
ZW57dxu2qF4 - 28,hang takmo nak deliver,-1,-1,,
ZW57dxu2qF4 - 29,jangan nafikan kata bende ni tak berlaku dekat kedai makan,-1,-1,,
ZW57dxu2qF4 - 30,"sebab hang sowang,...semua yang lain semua ghosak",-1,-1,,
ZW57dxu2qF4 - 31,pastu hang tampaq dia!hang beghani sangat ea...,-1,-1,,
ZW57dxu2qF4 - 32,so hang mengambil kesempatan terhadap peluang yang ada,-1,-1,,
ZW57dxu2qF4 - 33,melampaui batas...hang melampaui batas,-1,-1,,
ZW57dxu2qF4 - 34,"mengarut, hang meniaga apa kalau macam tu, mengarut",-1,-1,,
ZW57dxu2qF4 - 35,"video dah viral hang tak payah dok dok berani nak tunjuk hang punye dasyat tu, hang punye ego",-1,-1,,
ZW57dxu2qF4 - 36,"sebagai seorang peniaga, patut hang kena rendah diri",1,1,,
ZW57dxu2qF4 - 37,kena...terima kesalahan tersebut dan hang perbaiki kesalahan tersebut,1,1,,
ZW57dxu2qF4 - 38,hang buat macam tu tak memberi apa-apa manfaat kat hang,-1,-1,,
ZW57dxu2qF4 - 39,tak memberi apa-apa pulangan pun kat hang,-1,-1,,
ZW57dxu2qF4 - 40,"sebagai seorang peniaga, sebelum nak bertindak tu, fikirkan bende tu akan memberi persepsi negatif...ataupun tidak",1,1,,
ZW57dxu2qF4 - 41,"nak tunjuk hero, tunjuk dalam tindakan menyampaikan produk hangpa tu",1,1,,
ZW57dxu2qF4 - 42,"yang tu, peniaga yang berhemah",1,1,,
ZW57dxu2qF4 - 43,kite doakan semoga rider-rider makanan di Malaysia semua..di murahkan rezeki,1,1,,
0UA33OS9Bos - 1,"Dato' Mohamad Amar nok mengajak perantau yang berade di luar..di di perantauan, yang sudah ade kerje, letak jawatan, balik ke Kelantan, untuk, semata-mata nak tengok bangunan tinggi, ataupun bekerje sebagai cashier, ataupun guard",-1,-1,,
0UA33OS9Bos - 2,Dalam video tersebut dato' juga secara jelas menyatekan bahawe...kerajaan negeri Kelante sengaje melambatkan pembangunan,-1,-1,,
0UA33OS9Bos - 3,"Dato' kato nak sughuh kalau ade pembangunan ni, rakyat Kelantan dapak raso belako",1,1,,
0UA33OS9Bos - 4,kenapa kherajaan negeri melambatkan pembangune...kerana masalah sosial,-1,-1,,
0UA33OS9Bos - 5,"apabila ambo denga ceramah Dato' tu, Dato' kato...di Langkawi ni orang minu arak ni supa minum air kosong",-1,-1,,
0UA33OS9Bos - 6,Ambo ni raso lebihlah...ne kali ke Langkawi ambo pun tak tahu,-1,-1,,
0UA33OS9Bos - 7,"Tempak...beki motosikal ni pun ado jual arak, ambo terkejut!",-1,-1,,
0UA33OS9Bos - 8,demi nak menjaga rezab tanah ore Melayu,0,1,,
0UA33OS9Bos - 9,Rakyat Kelante masih tidak dapak menikmati hasil daripada royalti Kelante,-1,-1,,
0UA33OS9Bos - 10,hasil kekayaan itu pun kami tidak dapat menikmati,-1,-1,,
0UA33OS9Bos - 11,"kononnye Dato' melambakkan pembangunan kerane takuk, rakyat Kelate ketinggale",-1,-1,,
0UA33OS9Bos - 12,kite melambakkan pembangune krane takuk rezak tanah Melayu ni tergadai kepade orang buke Melayu,-1,-1,,
0UA33OS9Bos - 13,"ade strateginye ade caghanya takpe, kite bersiap sedie untuk menerime pelabur masuk ke Kelate",1,1,,
0UA33OS9Bos - 14,"Pelawaan Dato' supaye perantau yang berade di perantauan, balik ke Kelate ni menjadi tanda tanye",-1,0,,
0UA33OS9Bos - 15,"Ambo mendengar rintihan ore Kelate, apabile, tak boleh lagi berniaga di tepi jale",-1,-1,,
0UA33OS9Bos - 16,"ambo bimbe Dato', Dato' mengajok perantau-perantau balik ke Kelate, akhirnye mereke letak jawate, balik ke Kelate, mereke menambahkan bilangan penanam anggur di Kelantan",-1,-1,,
0UA33OS9Bos - 17,"balik ke Kelate, jadi penganggur. Itu yang kite bimbe Dato'",-1,-1,,
0UA33OS9Bos - 18,"perantau akan dipersalahkan kerana setiap kali..musim perayaan, akan berlaku masalah tiada air",-1,-1,,
0UA33OS9Bos - 19,"setiap kali berlaku musim perayaan, perantau akan dipersalahkan",-1,-1,,
0UA33OS9Bos - 20,"Bersaba di saat wakil rakyat tamboh gaji, dapak bonus, tapi perantau balik ke Kelate besabarlah dengan ape yang ade",-1,-1,,
0UA33OS9Bos - 21,"Pade hujung minggu, untuk menghiburkan diri, pegi tengok kapal terbang naik, kade-kade pergi tengok kapal terbang turun, sambil makan kacang",0,-1,,
0UA33OS9Bos - 22,"Kelate ni, tempak kite nok mencari kedamaian pon takdok",-1,-1,,
0UA33OS9Bos - 23,"Alhamdulillah....YB, Exco telah pun berjaya..mendapat gaji..yang lebih daripade sebelum ini",1,1,,
0UA33OS9Bos - 24,ambo secara jujurnye Dato' bersetuju dengan cadangan Dato',1,1,,
0UA33OS9Bos - 25,"ambo tok mahu cadangan Dato' ni seperti kokok berderai-derai, eko bergelumang tahi",-1,-1,,
0UA33OS9Bos - 26,"Ore Kelate kato, bua besa Dato'...bua ja besa, hakikatnya, takdok gapo",-1,-1,,
0UA33OS9Bos - 27,"Kami telah melihat bagaimana..PAS..kerajaan negeri Kelate berbua besa, kecek besa, kononnye nak melaksanakan hudud",-1,-1,,
0UA33OS9Bos - 28,"Dah jadi kerajae, habuk pun takdok Dato'",-1,-1,,
0UA33OS9Bos - 29,"rakyat kelate Dato' tak kire la perantau ko, ore Kelate duduk di Kelate ko, mengharapkan kerajaan negeri menyiapkan, menyelesaikan fasiliti di Kelate",-1,-1,,
0UA33OS9Bos - 30,"sebelum Dato' nok pangge pelabur mai ke Kelate, kite selesaikan dulu masalah ni Dato'",1,1,,
0UA33OS9Bos - 31,ambo yakin Dato' rakyat Kelate masih sedia untuk berkhidmak di negeri Kelate,1,1,,
0UA33OS9Bos - 32,"Ambo secare jujurnye, gembirelah kerane akhirnye bercakap tentang pelabur, bercakap tentang FDI, bercakap tentang pembangunan negeri Kelate",1,1,,
0UA33OS9Bos - 33,"Sebelum kito nak maghi pelabor-pelabor besa ni, mungkin kito boleh perkemaskan negeri Kelate ni, berbanyakkan kilang-kilang kecik",1,1,,
0UA33OS9Bos - 34,kite bole bina kile yang kecik-kecik..dan mungkin boleh menambah peluang pekerja'e,1,1,,
0UA33OS9Bos - 35,dan InsyaAllah lepah tu palabur maghi la ke Kelate,1,1,,
0UA33OS9Bos - 36,"fakto geografi Kelate ni berdekate dengan Thailand, sangat untung Dato'",1,1,,
0UA33OS9Bos - 37,"jadi ambo harak, keraja'e negeri Kelate insaf sebelum ditolak oleh perantau",1,1,,
0UA33OS9Bos - 38,buktikan membangun bersama Islam ni...dengan tindakan bukan sekadar laungan,1,1,,
0UA33OS9Bos - 39,"laung membangun bersama Islam, tetapi masalah sampoh, masalah parkir, masalah pagrik, masalah longke...diurus buke cara Islam",-1,-1,,
0UA33OS9Bos - 40,kami rakyak Kelate sentiasa menyokong apa sahaja usaha yang baik,1,1,,
0UA33OS9Bos - 41,"ambo harap, bakal MB Kelate Dato' Mohamad Amar....die, bercakap dan bertindak",1,1,,
0UA33OS9Bos - 42,"bukan hanye...bercakap, bua bua bua bua tapi habuk pun takdok",-1,-1,,
0UA33OS9Bos - 43,insyaAllah rakyak Kelate menilai...kerajaae negeri haghini,1,1,,
0UA33OS9Bos - 44,"kalau kerajaan negeri dibawah pimpinan PAS masih gagal, ambo yakin, pilihan raye yang ke-15, bukan setakak perantau, rakyak Kelate pun akan menolok",-1,-1,,
4Us74yZKLyI - 1,"jadi relevanlah, Nur Jazlan...mencabar PAS pule, untuk bersame ataupun mengajak..parti AMANAH",1,1,,
4Us74yZKLyI - 2,..mungkin sudah ade rakan-rakan yang...[inhale]mule...bising dan tak berstuju,-1,-1,,
4Us74yZKLyI - 3,"Ye saye yakinlah, jangan bimbang InsyaAllah...a PAS takkan bersetuju dan PAS tidak akan mengajak pun parti AMANAH untuk berada dalam kerajaan Perikatan Nasional",1,1,,
4Us74yZKLyI - 4,"Ambo nok..a menunjukkan memang,..itulah parti PAS, parti yang mementingkan...partinye sendiri",-1,-1,,
4Us74yZKLyI - 5,"Perjuangan mereke yang disampaikan kepada rakyat kononnye demi Islam, demi Melayu, demi perpaduan ummah...itu hanyelah retorik politik",-1,-1,,
4Us74yZKLyI - 6,"Dari pelaksanaan, kite yakin PAS tidak akan melaksanekan",-1,-1,,
4Us74yZKLyI - 7,"Kerane parti AMANAH ni adelah sebahagian daripade asalnye parti PAS, maka jika keluar itu dinamakan pengkhianat",-1,-1,,
4Us74yZKLyI - 8,"bukan kerane, ikhlas untuk memperjuangkan [inhale] perjuangan orang Melayu dan juge perjuangan Islam tetapi lebih hanye nak berkuase",-1,-1,,
4Us74yZKLyI - 9,"Itulah PAS, dulu, kami dah beritau pade UMNO, jangan percaye dengan PAS ni",-1,-1,,
4Us74yZKLyI - 10,"Saye sendiripun taklah sangke secepat ini...PAS melupekan, kawan, mereke yang baru tu",-1,-1,,
4Us74yZKLyI - 11,Tiade kesetiaan bersame dengan rakan,-1,-1,,
4Us74yZKLyI - 12,Harini...kami pun tak pelahak untuk bersama dengan PAS,-1,-1,,
4Us74yZKLyI - 13,menggunakan Islam memecah belahkan.....kite rakyat Malaysia,-1,-1,,
4Us74yZKLyI - 14,"jangan terlalu nak menipu rakyat Malaysia seolah-olah DAP ni dah..parti yang memang celake, parti yang memang sangat menakutkan, parti yang sangat jahat",-1,-1,,
4Us74yZKLyI - 15,"jadi PAS usahlah berpura-pura, hipokrit, seolah-olah menyatekan bahawa kalau ade DAP tak boleh",-1,-1,,
4Us74yZKLyI - 16,"Kalau PAS betul-betul bercakap atah..negare, perpaduan ummah demi Islam...PAS..kene melupekan segale sengkete, kene terime DAP",1,-1,,
4Us74yZKLyI - 17,"mereke tidak mahu berkorban, mereke tidak mahu [inhale] membuat keputusan yang besar",-1,-1,,
4Us74yZKLyI - 18,"PAS menyatekan mereke yang mengambil ahlinye, due ahlinye itu adalah..orang yang jahat",-1,-1,,
4Us74yZKLyI - 19,harini dilambung cinte dengan Perikatan Nasional,-1,1,,
4Us74yZKLyI - 20,jadi jawapan tadi saya kire rakyat jangan takutlah,1,1,,
4Us74yZKLyI - 21,dikalangan rakan-rakan [inhale] takut PAS nak bersama dengan AMANAH,-1,-1,,
4Us74yZKLyI - 22,kite jijik dengan parti yang menggunekan agama ini demi kepentingan mereke,-1,-1,,
4Us74yZKLyI - 23,InsyaAllah..saye yakin kepimpinan AMANAH tidak ada masalah untuk berbincang dengan PAS,1,1,,
4Us74yZKLyI - 24,kite juge takut..di balas oleh Allah s.w.t di turunkan bale kepada parti yang menggunekan agame ini untuk kepentingan mereke,-1,-1,,
4Us74yZKLyI - 25,"jauh di sudut hati kite, kite doakan, semoga parti PAS kembali kepade perjuangan asal",1,1,,
4Us74yZKLyI - 26,Alhamdulillah...rakyat Malaysia juge dapat berkenalan dengan PAS,1,1,,
FMu_jpG55K0 - 1,"Tapi sekarang saye rase- saye kate, mereke ni 'king of cash'",-1,-1,,
FMu_jpG55K0 - 2,"aa bende ini saye nampak, adalah satu hipokrasi..mereka",-1,-1,,
FMu_jpG55K0 - 3,diorang ni bukan..tak paham tapi sengaje taknak paham,-1,-1,,
FMu_jpG55K0 - 4,Jangan bendere kite jatuh,-1,-1,,
FMu_jpG55K0 - 5,Dan satu lambang distress aa lambang tidak patriotiklah,-1,-1,,
FMu_jpG55K0 - 6,"Cube la letak dalam silibus sekolah-sekolah kite iktiraf Komunis sebagai pejuang negare, saya nak tengok!",-1,-1,,
iBqdgAHp2eE - 1,Tun kata aa beliau masih sayang UNMO,1,1,,
iBqdgAHp2eE - 2,"kalau Tun sayang UNMO, Tun perlu bubarkahlah parti-parti kecik dan parti serpihan Melayu ini",-1,0,2/3 neutral (with 1 inbetween),
iBqdgAHp2eE - 3,Ini adalah untuk menyatu-padukan orang Melayu,1,1,,
iBqdgAHp2eE - 4,"Kalau kite ade banyak sangat parti serpihan ini, kite tak boleh menyatukan, susah untuk kite menyatu-padukan orang Melayu",-1,-1,,
iBqdgAHp2eE - 5,Tun kata Tun tidak mahu bekerjasame dengan penyangak eh,1,1,,
iBqdgAHp2eE - 6,"tapi pade saye, dalam BERSATU, dalam MUDA, dalam Pejuang pun ade jugak penyangak",-1,-1,,
iBqdgAHp2eE - 7,"kalau Tun a sayangkan UMNO, aa Tun..perlu bagi laluan kepade generasi pelapis UMNO untuk memimpin negare",1,1,,
L7Ur0QPTmMU - 1,"bile tengok dekat Facebook banyak pasal politik je,....naik muak aku",-1,-1,,
L7Ur0QPTmMU - 2,"sebagai..rakyat..Malaysia, aku tak berape..nak layan sangat politik dekat Malaysia ni",-1,0,,
L7Ur0QPTmMU - 3,tapi yang aku nampak dekat Malaysia ni tujuan.. tu dah..tersasar,-1,-1,,
L7Ur0QPTmMU - 4,orang-orang yang berpolitik ni lagi sebok dekat bende lain,-1,-1,,
L7Ur0QPTmMU - 5,"politik dekat Malaysia ni macam dah, takde hale tuju",-1,-1,,
L7Ur0QPTmMU - 6,bagi aku....sape yang bagus..yang jaga rakyat..itu yang aku sokong,1,1,,
L7Ur0QPTmMU - 7,"dah suap sana, suap sini, gubal sana,gubal sini...last-last rakyat yang dekat bawah...tersepit",-1,-1,,
L7Ur0QPTmMU - 8,"aa, yang ni pelik sikit lah sebab..kite ni..negara Islam tapi boleh jadik..bende macam ni dalam kancah politik dekat Malaysia ni.",-1,-1,,
L7Ur0QPTmMU - 9,"yang ni aku tak paham la sebab ape, ade je keluar video..blue ni la, video semburit la",-1,-1,,
L7Ur0QPTmMU - 10,".......tsk, ape ni, skandal-skandal seks ni, ni Malaysia la...negara Islam",-1,-1,,
L7Ur0QPTmMU - 11,"orang-orang politik..lagi concern pasal video semburit tu daripade nak tanye aa,rakyat punye keadaan macam mana, ape semua",-1,-1,,
L7Ur0QPTmMU - 12,bagi aku bende tu sebenarnya...aa normal lah sebab kite mestilah nak tolong famili,1,1,,
L7Ur0QPTmMU - 13,"takkanlah kite taknak tolong family, tapi...untuk aku dalam melaysia ni macam too much",-1,-1,,
L7Ur0QPTmMU - 14,"sejak kebelakangan ni banyak pulak aku tengok ahli politik, bile berinteraksi dengan rakyat....aa jadi samsenglaa",-1,-1,,
L7Ur0QPTmMU - 15,aa tu belum lagi aku cakap pasal [tarik nafas] tiba-tibe ade kes baru yang naik balik,-1,-1,,
L7Ur0QPTmMU - 16,"tak tau lah masa zaman 80-an, masa tahun 90-an, [tarik nafas] aku rase bende ni tak timbul sangat pon...politik kaum ni",-1,-1,,
L7Ur0QPTmMU - 17,tapi sejak kebelakangan ni macam makin teruk pulak!,-1,-1,,
L7Ur0QPTmMU - 18,"ei, aku dengan anak bini aku, aku nak hidup aman je la dekat Malaysia ni",1,-1,,
L7Ur0QPTmMU - 19,"dia punye menjilat, dia punyee taksub dengan pemimpin, taksub dengan....parti politik ni, macam melampau-lampau",-1,-1,,
L7Ur0QPTmMU - 20,"okey fine, kalau ko nak suke...seorang ahli politik ni, fine, itu hak engkau",1,1,,
L7Ur0QPTmMU - 21,tapi...dia buat jahat pun ko sokong,-1,-1,,
L7Ur0QPTmMU - 22,"penyokong-penyokong..parti politik yang taksub ni, derang sampai tahap nak buat fitnah, nak buat...cerita..yang tak betul",-1,-1,,
L7Ur0QPTmMU - 23,"aku nak cakap kepada...aa,pentaksub...politik ni...kowang bodoh!",-1,-1,,
L7Ur0QPTmMU - 24,kowang buang mase kowang je,-1,-1,,
tu612m8VUl8 - 1,aku nak minta korang ramai-ramai doakan supaye pkpb yang telah dilaksanakan dekat beberapa tempat supaya cepat abis,1,1,,
tu612m8VUl8 - 2,"pandemik Covid yang melande kite kat gelombang ketiga ni supaya dia cepat reda, cepat abis",1,1,,
tu612m8VUl8 - 3,"nak balik kampung dah tak dapat, terpakse tangguh",-1,-1,,
tu612m8VUl8 - 4,itupun tak tahu bile abis lagi,-1,-1,,
tu612m8VUl8 - 5,nasib baik Koroy TV ni dekat Shah Alam..syukur la,1,1,,
tu612m8VUl8 - 6,mase aku tengok video si- singkat tu memang aku kesian giler lah kan,-1,-1,,
tu612m8VUl8 - 7,"lepas aku tengok je live selame sejam lebih tu, terus aku berubah tanggapan",-1,-1,,
tu612m8VUl8 - 8,rase kesian tu dah macam dah takde dah,-1,-1,,
tu612m8VUl8 - 9,"macam ko tengok live tadi, betapa puake, betapa celuparnye mulut founder tu",-1,-1,,
tu612m8VUl8 - 10,"memang die bagitahu owner, tapi, kite kene ingat jugak customer lain",-1,1,,
tu612m8VUl8 - 11,"kalau customer tu tengah makan, kalau kite kacau ketenteraman customer tu nak makan, tak ngam jugak",-1,1,,
tu612m8VUl8 - 12,"orang lain ade lagi, kene jaga perasaan orang",1,1,,
tu612m8VUl8 - 13,"orang dah bagi amaran, orang da bagi nasihat diam-diam, senyap, relax",1,-1,,
tu612m8VUl8 - 14,jantan sebenar tak boleh tau tengok bende macam tu tau,-1,0,,
tu612m8VUl8 - 15,jantan sebenar akan bertindah dengan rationalnye,1,-1,,
tu612m8VUl8 - 16,"bende ni senang je, kitekan orang Melayu, orang Islam, orang Malaysia, ade common sense",1,1,,
tu612m8VUl8 - 17,"kene fikir sendirila, takkan orang nak ajar",-1,-1,,
tu612m8VUl8 - 18,"dalam point-point yang aku cakap tadi, bukan bermakne aku sokong 100%, ape yang laki yang simbah air tu buat",-1,0,2/3 neutral (with 1 inbetween),
oaSJY310VtE - 1,cantik sudah kau tu begitu,1,1,,
oaSJY310VtE - 2,aku tahulah sekarang ni susah cari duit,-1,-1,,
oaSJY310VtE - 3,"aduiii geng aku tak paham geng, aku- terkejut gile",-1,-1,,
oaSJY310VtE - 4,"tapi, dengan cara dia skarang ni, dia memang sengaje nak carik attention",-1,-1,,
oaSJY310VtE - 5,pandangan aku same je macam korang,0,0,,
oaSJY310VtE - 6,aku tau kite semue mesti sedih tengok video ni,-1,-1,,
oaSJY310VtE - 7,"kat media sosial, carik duit dengan care-care macam ni la, aku tak faham ah",-1,-1,,
oaSJY310VtE - 8,"takkan masih lagi tak sedar, macam tak nampak kenape",-1,-1,,
oaSJY310VtE - 9,"taubatla, taubatla, jangan tau buat je",-1,-1,,
oaSJY310VtE - 10,"memang, bile kite dah famous, kite nak famous lagi",-1,-1,,
oaSJY310VtE - 11,kite nak perhatian tau sebab bende tu dah seronok,1,1,,
oaSJY310VtE - 12,"memang best kite famous orang kenal sume kan, tapi sekejap je",-1,-1,,
oaSJY310VtE - 13,"so kalau nak famous sangat pun, tak payahla nak buat bende cam tu",-1,-1,,
oaSJY310VtE - 14,bile da tak famous nanti kite tengok balik bende ape yang kite buat tu rase menyesal gile,-1,-1,,
oaSJY310VtE - 15,"fikir bende tu, nanti kalau kite dah kawen nanti, anak kite tengok malu oo kat sekolah",-1,-1,,
oaSJY310VtE - 16,sebelum nak buat bende-bende tu fikir dulu lah sekejap je nak famous ni sementara je,-1,-1,,
4TU0FwKPARM - 1,mereke beri macam-macam alasan,-1,-1,,
4TU0FwKPARM - 2,beberape alasan ni bunyik sedap,1,0,,
4TU0FwKPARM - 3,tapi yang sebenarnye...alasan saje,-1,-1,,
4TU0FwKPARM - 4,untuk nak memberi ..aa tindakan mereke ni satu imej murni,1,1,,
4TU0FwKPARM - 5,"perfectly legal, nooo such thing as kerajaan pintu belakang, [tarik nafas] aa kerajaan tebuk atap and all that nonsense, itu semue karut!",-1,-1,,
4TU0FwKPARM - 6,"itu semua istilah-istilah that is direka, was created untuk nak menipu rakyat",-1,-1,,
4TU0FwKPARM - 7,"rakyat pun percaye lah, oh betullah mereke kate [tarik nafas] Muhyiddin ni...perdane menteri tak sah",-1,-1,,
4TU0FwKPARM - 8,bacelah buku atau pergilah kursus aaa...[tarik nafas] aa political philosophy,1,1,,
4TU0FwKPARM - 9,"tengoklah ape yang sebenarnye..aa konsep parlimentari dip- demokrasi, jangan dengo all this putar belit dari pembangkang",1,1,,
4TU0FwKPARM - 10,"Malaysia ni kalau kite tak jage, akan out of control, tapi [tarik nafas] itu bukan....salah kerajaan",-1,1,,
4TU0FwKPARM - 11,alasan-alasan yang diberi ni yang sebenar.....banyak bohong,-1,-1,,
4TU0FwKPARM - 12,"dan Muhyiddin mempunyai majoriti, its not Muhyiddins fault that he happens to have majority",1,1,,
CHpPzZ9a0nc - 1,itu perlu dijelaskan sebab kite tidak mahu..[tarik nafas] aa rakyat melihat..yang kerajaan membelakangkan Agong,1,1,,
CHpPzZ9a0nc - 2,satu tindakan yang akan dilihat sebagai..aa biadap,-1,-1,,
CHpPzZ9a0nc - 3,walaupun mungkin ini tidak sampai ke tahap durhaka tetapi sekurang-kurangnyee....kurang hajar lah,-1,-1,,
CHpPzZ9a0nc - 4,kite tidak mahu Seri Paduka Baginde Yang Dipertuan Agong ataupun raje-raje Melayu..[tarik nafas] dilihat sebagai bermain politik,1,-1,,
CHpPzZ9a0nc - 5,sampai sudah ade golongan rakyat Malaysia yang..[tarik nafas] aa bercakap..a lebih baik Malaysia ni ditukar jadik republik,-1,-1,,
CHpPzZ9a0nc - 6,"tapi sekarang ni sudah sampai ke satu tahap yang boleh dilihat, boleh di tafsir, interpreted as constitutional crisis",-1,-1,,
CHpPzZ9a0nc - 7,Mahathir ni berperang dengan..[tarik nafas] aa istana lagi dasyat mase tu..lagi teruk,-1,-1,,
CHpPzZ9a0nc - 8,saye telah [tarik nafas] declare yang...i am a royalist,0,0,,
wHyhKWaMuFQ - 1,"kekadang saye ni sampai macam, takut",-1,-1,,
wHyhKWaMuFQ - 2,parents with autism memang kite kene banyak sabar,1,1,,
